State,District,Soil Type,Crop Type,Best Time of Harvest,Crop_Yield_ton,Temperature_C,Rainfall_mm,Suitable Fertilizer,Suitable Pesticide,Irrigation Method,Next Crop
Punjab,Ludhiana,Sandy,Rice,September-October,6.6054,39.6,344.6,DAP,Carbendazim,Terrace Farming,Bajra
Tamil Nadu,Chennai,Loamy,Tea,December-January,5.9098,25.6,1226.8,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Maharashtra,Pune,Laterite,Rice,August-September,6.6054,26.9,726.9,DAP,Carbendazim,Terrace Farming,Mixed Vegetables
Rajasthan,Kota,Red,Maize,September-October,5.9098,7.9,146.8,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Uttar Pradesh,Lucknow,Red,Rice,August-September,6.6054,20.5,424.8,DAP,Carbendazim,Terrace Farming,Pulses
Punjab,Patiala,Sandy,Pulses,August-September,5.9098,19.5,422.1,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Punjab,Patiala,Laterite,Jowar,September-October,5.9098,25.0,345.3,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Punjab,Amritsar,Black,Jowar,December-January,5.9098,24.4,517.6,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Uttar Pradesh,Varanasi,Sandy,Pulses,October-November,5.9098,21.1,774.4,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Rajasthan,Jodhpur,Red,Sugarcane,August-September,5.9098,22.6,362.4,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Madhya Pradesh,Gwalior,Loamy,Coffee,October-November,5.9098,21.7,587.0,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Uttar Pradesh,Varanasi,Loamy,Wheat,March-April,5.231,26.1,883.6,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Uttar Pradesh,Kanpur,Red,Rice,March-April,6.6054,17.4,1003.1,DAP,Carbendazim,Terrace Farming,Pulses
Punjab,Amritsar,Loamy,Coffee,September-October,5.9098,17.2,540.4,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Karnataka,Hubli,Black,Sugarcane,March-April,5.9098,18.7,1269.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Wheat
Tamil Nadu,Trichy,Red,Jowar,September-October,5.9098,28.2,1354.7,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Bihar,Muzaffarpur,Red,Rice,December-January,6.6054,26.1,1204.1,DAP,Carbendazim,Terrace Farming,Pulses
Punjab,Jalandhar,Alluvial,Bajra,October-November,5.9098,28.9,447.2,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Uttar Pradesh,Kanpur,Laterite,Sugarcane,October-November,5.9098,10.4,1046.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Uttar Pradesh,Varanasi,Alluvial,Pulses,September-October,5.9098,12.9,995.8,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Karnataka,Belgaum,Black,Tea,September-October,5.9098,31.8,964.7,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Bihar,Gaya,Loamy,Coffee,October-November,5.9098,30.1,884.3,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Tamil Nadu,Coimbatore,Red,Sugarcane,September-October,5.9098,34.0,1379.9,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Uttar Pradesh,Kanpur,Sandy,Cotton,September-October,5.9098,37.6,805.4,Potash,Imidacloprid,Furrow Irrigation,Bajra
Tamil Nadu,Madurai,Laterite,Rice,August-September,6.6054,30.4,1103.5,DAP,Carbendazim,Terrace Farming,Mixed Vegetables
Punjab,Amritsar,Laterite,Sugarcane,October-November,5.9098,18.1,481.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Punjab,Ludhiana,Sandy,Maize,September-October,5.9098,26.5,609.7,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Punjab,Ludhiana,Alluvial,Maize,March-April,5.9098,38.2,672.4,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Uttar Pradesh,Kanpur,Red,Maize,October-November,5.9098,18.8,482.9,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Madhya Pradesh,Jabalpur,Alluvial,Bajra,September-October,5.9098,29.9,740.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Tamil Nadu,Madurai,Laterite,Sugarcane,October-November,5.9098,37.2,1300.7,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Maharashtra,Nashik,Alluvial,Tea,December-January,5.9098,26.6,1087.1,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Uttar Pradesh,Lucknow,Loamy,Cotton,August-September,5.9098,40.6,920.0,Potash,Imidacloprid,Furrow Irrigation,Pulses
Bihar,Muzaffarpur,Laterite,Tea,August-September,5.9098,25.5,1069.9,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Madhya Pradesh,Indore,Alluvial,Bajra,March-April,5.9098,27.7,401.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Punjab,Patiala,Black,Coffee,October-November,5.9098,29.6,478.7,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Karnataka,Hubli,Red,Tea,December-January,5.9098,31.3,874.9,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Tamil Nadu,Coimbatore,Red,Maize,September-October,5.9098,20.3,1164.0,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Rajasthan,Jodhpur,Red,Wheat,August-September,5.231,40.3,418.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Punjab,Patiala,Laterite,Tea,September-October,5.9098,31.4,643.3,Organic Compost,Thiamethoxam,Drip Irrigation,Mixed Vegetables
Madhya Pradesh,Gwalior,Red,Rice,October-November,6.6054,15.0,752.2,DAP,Carbendazim,Terrace Farming,Pulses
Maharashtra,Pune,Alluvial,Jowar,August-September,5.9098,35.5,1098.9,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Karnataka,Hubli,Alluvial,Jowar,September-October,5.9098,33.8,691.1,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Madhya Pradesh,Jabalpur,Red,Tea,September-October,5.9098,38.0,341.6,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
West Bengal,Kolkata,Red,Maize,December-January,5.9098,30.3,1652.8,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Maharashtra,Nagpur,Black,Rice,October-November,6.6054,39.5,903.8,DAP,Carbendazim,Terrace Farming,Wheat
Punjab,Jalandhar,Loamy,Cotton,March-April,5.9098,36.5,408.6,Potash,Imidacloprid,Furrow Irrigation,Pulses
Tamil Nadu,Coimbatore,Black,Maize,August-September,5.9098,35.7,905.1,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Bihar,Patna,Black,Bajra,October-November,5.9098,14.3,911.3,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Punjab,Patiala,Loamy,Jowar,March-April,5.9098,22.7,588.4,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Maharashtra,Nashik,Sandy,Coffee,October-November,5.9098,36.3,808.9,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Tamil Nadu,Madurai,Sandy,Cotton,March-April,5.9098,20.1,662.8,Potash,Imidacloprid,Furrow Irrigation,Bajra
Maharashtra,Nashik,Sandy,Maize,March-April,5.9098,28.4,776.4,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Karnataka,Hubli,Sandy,Cotton,September-October,5.9098,17.9,625.7,Potash,Imidacloprid,Furrow Irrigation,Bajra
Rajasthan,Udaipur,Sandy,Maize,September-October,5.9098,32.3,389.3,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
West Bengal,Siliguri,Red,Jowar,August-September,5.9098,23.3,1115.4,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Tamil Nadu,Coimbatore,Red,Tea,August-September,5.9098,38.0,663.8,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Punjab,Ludhiana,Sandy,Sugarcane,August-September,5.9098,38.1,386.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Rajasthan,Udaipur,Loamy,Maize,October-November,5.9098,19.2,109.7,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Punjab,Jalandhar,Sandy,Rice,September-October,6.6054,38.4,667.3,DAP,Carbendazim,Terrace Farming,Bajra
West Bengal,Siliguri,Black,Rice,October-November,6.6054,31.2,1223.8,DAP,Carbendazim,Terrace Farming,Wheat
Punjab,Ludhiana,Alluvial,Cotton,October-November,5.9098,13.6,641.4,Potash,Imidacloprid,Furrow Irrigation,Maize
West Bengal,Kolkata,Alluvial,Coffee,August-September,5.9098,28.0,977.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Punjab,Amritsar,Red,Wheat,December-January,5.231,11.6,583.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Maharashtra,Nagpur,Black,Rice,August-September,6.6054,30.5,908.1,DAP,Carbendazim,Terrace Farming,Wheat
Bihar,Muzaffarpur,Sandy,Wheat,December-January,5.231,14.6,933.4,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Gujarat,Rajkot,Black,Maize,October-November,5.9098,17.3,281.9,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Uttar Pradesh,Varanasi,Alluvial,Maize,December-January,5.9098,27.3,781.3,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Rajasthan,Udaipur,Black,Rice,October-November,6.6054,39.5,477.1,DAP,Carbendazim,Terrace Farming,Wheat
Tamil Nadu,Coimbatore,Black,Bajra,March-April,5.9098,28.6,1291.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
West Bengal,Kolkata,Red,Wheat,March-April,5.231,29.3,1724.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Maharashtra,Nashik,Red,Bajra,March-April,5.9098,34.2,1007.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Bihar,Patna,Sandy,Jowar,October-November,5.9098,19.1,1198.5,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Punjab,Ludhiana,Loamy,Sugarcane,August-September,5.9098,38.5,697.1,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Maharashtra,Nashik,Sandy,Jowar,March-April,5.9098,38.3,735.2,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
Bihar,Gaya,Black,Tea,September-October,5.9098,33.5,927.3,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Maharashtra,Mumbai,Black,Bajra,September-October,5.9098,41.6,639.4,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Madhya Pradesh,Gwalior,Loamy,Maize,March-April,5.9098,38.7,575.0,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Tamil Nadu,Trichy,Black,Bajra,December-January,5.9098,21.0,1383.0,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Rajasthan,Udaipur,Alluvial,Wheat,March-April,5.231,41.2,432.3,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
Maharashtra,Nagpur,Loamy,Pulses,October-November,5.9098,36.0,644.3,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Punjab,Amritsar,Black,Cotton,August-September,5.9098,18.1,354.4,Potash,Imidacloprid,Furrow Irrigation,Soybean
Tamil Nadu,Chennai,Laterite,Coffee,October-November,5.9098,22.1,706.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Mixed Vegetables
Tamil Nadu,Chennai,Black,Tea,March-April,5.9098,22.5,1147.1,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Karnataka,Bangalore,Loamy,Jowar,September-October,5.9098,22.7,1517.8,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Bihar,Muzaffarpur,Alluvial,Pulses,August-September,5.9098,13.4,1009.8,Bio-fertilizer,Mancozeb,Traditional Method,Maize
West Bengal,Howrah,Laterite,Sugarcane,August-September,5.9098,21.0,1149.9,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Mixed Vegetables
Maharashtra,Pune,Sandy,Sugarcane,December-January,5.9098,16.7,976.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Maharashtra,Nashik,Black,Jowar,December-January,5.9098,23.0,822.6,Zinc Sulfate,Dimethoate,Traditional Method,Wheat
Tamil Nadu,Chennai,Red,Jowar,October-November,5.9098,34.1,696.4,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Punjab,Amritsar,Alluvial,Pulses,August-September,5.9098,35.5,489.3,Bio-fertilizer,Mancozeb,Traditional Method,Maize
Rajasthan,Jaipur,Sandy,Tea,December-January,5.9098,43.3,237.3,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Bihar,Gaya,Red,Cotton,October-November,5.9098,35.3,1215.8,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Uttar Pradesh,Lucknow,Sandy,Wheat,March-April,5.231,22.2,450.7,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Karnataka,Mysore,Loamy,Sugarcane,August-September,5.9098,31.6,680.6,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Uttar Pradesh,Lucknow,Red,Jowar,October-November,5.9098,37.7,697.1,Zinc Sulfate,Dimethoate,Traditional Method,Pulses
Uttar Pradesh,Agra,Laterite,Bajra,August-September,5.9098,38.1,1073.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
West Bengal,Howrah,Black,Pulses,March-April,5.9098,33.7,1681.2,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Maharashtra,Mumbai,Alluvial,Coffee,October-November,5.9098,33.5,738.6,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Maize
Punjab,Jalandhar,Laterite,Maize,August-September,5.9098,18.2,507.5,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
Tamil Nadu,Coimbatore,Loamy,Pulses,August-September,5.9098,34.9,1444.3,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
West Bengal,Darjeeling,Laterite,Wheat,March-April,5.231,27.4,1395.7,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
West Bengal,Siliguri,Red,Sugarcane,March-April,5.9098,18.9,1397.0,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Tamil Nadu,Coimbatore,Laterite,Pulses,September-October,5.9098,24.6,1407.2,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
West Bengal,Siliguri,Red,Sugarcane,March-April,5.9098,26.1,1098.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Maharashtra,Pune,Sandy,Rice,October-November,6.6054,38.2,773.8,DAP,Carbendazim,Terrace Farming,Bajra
Maharashtra,Pune,Alluvial,Maize,March-April,5.9098,36.2,1104.3,NPK,Cypermethrin,Sprinkler Irrigation,Maize
West Bengal,Siliguri,Alluvial,Bajra,December-January,5.9098,25.3,1059.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Karnataka,Bangalore,Sandy,Rice,December-January,6.6054,22.7,1369.0,DAP,Carbendazim,Terrace Farming,Bajra
West Bengal,Howrah,Loamy,Cotton,December-January,5.9098,25.6,1422.6,Potash,Imidacloprid,Furrow Irrigation,Pulses
Madhya Pradesh,Indore,Sandy,Sugarcane,March-April,5.9098,40.3,737.3,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Gujarat,Rajkot,Alluvial,Bajra,August-September,5.9098,43.0,398.0,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Rajasthan,Jodhpur,Laterite,Jowar,March-April,5.9098,16.2,184.0,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Karnataka,Hubli,Sandy,Pulses,August-September,5.9098,30.6,655.2,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Tamil Nadu,Madurai,Laterite,Maize,December-January,5.9098,22.9,1426.6,NPK,Cypermethrin,Sprinkler Irrigation,Mixed Vegetables
Maharashtra,Mumbai,Red,Rice,August-September,6.6054,34.5,838.2,DAP,Carbendazim,Terrace Farming,Pulses
Madhya Pradesh,Jabalpur,Laterite,Pulses,December-January,5.9098,34.3,322.1,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Karnataka,Belgaum,Sandy,Rice,March-April,6.6054,20.0,636.1,DAP,Carbendazim,Terrace Farming,Bajra
Maharashtra,Nashik,Sandy,Bajra,September-October,5.9098,38.9,1164.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Bajra
Bihar,Patna,Sandy,Rice,August-September,6.6054,19.9,835.3,DAP,Carbendazim,Terrace Farming,Bajra
Tamil Nadu,Madurai,Laterite,Bajra,December-January,5.9098,31.2,801.1,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Gujarat,Surat,Alluvial,Jowar,August-September,5.9098,27.4,241.3,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Bihar,Patna,Red,Wheat,August-September,5.231,18.4,988.3,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Uttar Pradesh,Kanpur,Black,Pulses,August-September,5.9098,38.1,455.5,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Maharashtra,Pune,Black,Rice,March-April,6.6054,23.5,1149.8,DAP,Carbendazim,Terrace Farming,Wheat
Rajasthan,Kota,Loamy,Coffee,December-January,5.9098,25.8,241.5,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Pulses
Uttar Pradesh,Agra,Red,Cotton,March-April,5.9098,34.8,520.4,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Uttar Pradesh,Varanasi,Black,Pulses,September-October,5.9098,36.1,554.4,Bio-fertilizer,Mancozeb,Traditional Method,Wheat
Rajasthan,Jaipur,Alluvial,Wheat,March-April,5.231,31.8,156.2,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
Tamil Nadu,Chennai,Black,Tea,March-April,5.9098,31.4,877.2,Organic Compost,Thiamethoxam,Drip Irrigation,Wheat
Madhya Pradesh,Indore,Sandy,Jowar,December-January,5.9098,17.9,433.8,Zinc Sulfate,Dimethoate,Traditional Method,Bajra
West Bengal,Darjeeling,Red,Pulses,March-April,5.9098,37.0,1962.4,Bio-fertilizer,Mancozeb,Traditional Method,Pulses
Gujarat,Ahmedabad,Laterite,Rice,March-April,6.6054,22.4,200.5,DAP,Carbendazim,Terrace Farming,Mixed Vegetables
Madhya Pradesh,Jabalpur,Laterite,Bajra,August-September,5.9098,12.8,390.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Mixed Vegetables
Uttar Pradesh,Varanasi,Sandy,Coffee,September-October,5.9098,17.3,533.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Bajra
Maharashtra,Pune,Black,Cotton,March-April,5.9098,35.0,798.8,Potash,Imidacloprid,Furrow Irrigation,Soybean
Maharashtra,Nashik,Alluvial,Wheat,March-April,5.231,33.1,812.9,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
Rajasthan,Udaipur,Sandy,Maize,October-November,5.9098,5.4,395.0,NPK,Cypermethrin,Sprinkler Irrigation,Bajra
Bihar,Gaya,Loamy,Sugarcane,September-October,5.9098,23.9,845.2,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Punjab,Ludhiana,Sandy,Pulses,March-April,5.9098,12.5,390.5,Bio-fertilizer,Mancozeb,Traditional Method,Vegetables
Tamil Nadu,Coimbatore,Loamy,Maize,December-January,5.9098,31.0,1070.9,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Maharashtra,Nashik,Red,Tea,March-April,5.9098,37.3,774.1,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Bihar,Muzaffarpur,Black,Bajra,September-October,5.9098,33.2,708.6,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Karnataka,Mysore,Loamy,Cotton,August-September,5.9098,16.8,1366.0,Potash,Imidacloprid,Furrow Irrigation,Pulses
Rajasthan,Jodhpur,Laterite,Cotton,August-September,5.9098,16.2,374.5,Potash,Imidacloprid,Furrow Irrigation,Mixed Vegetables
Maharashtra,Pune,Red,Bajra,March-April,5.9098,33.5,1120.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Gujarat,Ahmedabad,Alluvial,Maize,March-April,5.9098,20.7,483.0,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Maharashtra,Nashik,Black,Cotton,September-October,5.9098,15.7,639.3,Potash,Imidacloprid,Furrow Irrigation,Soybean
Punjab,Jalandhar,Alluvial,Tea,October-November,5.9098,12.2,323.0,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
Maharashtra,Nashik,Loamy,Maize,September-October,5.9098,41.0,1116.8,NPK,Cypermethrin,Sprinkler Irrigation,Pulses
Tamil Nadu,Trichy,Black,Wheat,September-October,5.231,32.8,877.3,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Bihar,Gaya,Red,Wheat,March-April,5.231,38.7,934.5,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
West Bengal,Siliguri,Red,Bajra,March-April,5.9098,24.2,1962.5,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Pulses
Gujarat,Rajkot,Alluvial,Cotton,October-November,5.9098,36.9,734.3,Potash,Imidacloprid,Furrow Irrigation,Maize
West Bengal,Howrah,Alluvial,Maize,September-October,5.9098,34.5,1238.7,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Punjab,Amritsar,Black,Maize,August-September,5.9098,37.1,551.1,NPK,Cypermethrin,Sprinkler Irrigation,Wheat
Karnataka,Belgaum,Loamy,Wheat,October-November,5.231,34.0,1291.1,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Punjab,Patiala,Sandy,Sugarcane,September-October,5.9098,25.0,617.8,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Bajra
Bihar,Patna,Black,Cotton,October-November,5.9098,24.8,1216.2,Potash,Imidacloprid,Furrow Irrigation,Soybean
Karnataka,Bangalore,Alluvial,Tea,August-September,5.9098,26.9,797.9,Organic Compost,Thiamethoxam,Drip Irrigation,Maize
West Bengal,Howrah,Sandy,Tea,March-April,5.9098,32.1,1427.1,Organic Compost,Thiamethoxam,Drip Irrigation,Bajra
Tamil Nadu,Chennai,Black,Bajra,August-September,5.9098,26.3,1262.7,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Gujarat,Rajkot,Loamy,Cotton,September-October,5.9098,23.6,354.4,Potash,Imidacloprid,Furrow Irrigation,Pulses
Madhya Pradesh,Gwalior,Loamy,Tea,October-November,5.9098,19.7,605.0,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Punjab,Ludhiana,Red,Tea,August-September,5.9098,10.7,607.3,Organic Compost,Thiamethoxam,Drip Irrigation,Pulses
Madhya Pradesh,Indore,Alluvial,Wheat,December-January,5.231,31.2,831.7,Urea,Chlorpyrifos,Sprinkler Irrigation,Rice
West Bengal,Darjeeling,Laterite,Wheat,August-September,5.231,35.8,1672.4,Urea,Chlorpyrifos,Sprinkler Irrigation,Mixed Vegetables
West Bengal,Howrah,Laterite,Pulses,September-October,5.9098,29.8,880.6,Bio-fertilizer,Mancozeb,Traditional Method,Mixed Vegetables
Uttar Pradesh,Varanasi,Sandy,Wheat,August-September,5.231,11.2,674.1,Urea,Chlorpyrifos,Sprinkler Irrigation,Bajra
Uttar Pradesh,Agra,Red,Sugarcane,September-October,5.9098,14.5,989.2,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Karnataka,Bangalore,Black,Wheat,September-October,5.231,28.0,805.0,Urea,Chlorpyrifos,Sprinkler Irrigation,Wheat
Rajasthan,Jodhpur,Laterite,Rice,October-November,6.6054,10.7,164.9,DAP,Carbendazim,Terrace Farming,Mixed Vegetables
Tamil Nadu,Chennai,Laterite,Jowar,October-November,5.9098,32.2,605.5,Zinc Sulfate,Dimethoate,Traditional Method,Mixed Vegetables
Madhya Pradesh,Gwalior,Black,Bajra,March-April,5.9098,33.6,593.8,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Groundnut
Madhya Pradesh,Jabalpur,Alluvial,Maize,October-November,5.9098,31.9,712.6,NPK,Cypermethrin,Sprinkler Irrigation,Maize
Rajasthan,Kota,Alluvial,Jowar,August-September,5.9098,15.7,477.6,Zinc Sulfate,Dimethoate,Traditional Method,Maize
Uttar Pradesh,Varanasi,Loamy,Wheat,October-November,5.231,36.5,804.9,Urea,Chlorpyrifos,Sprinkler Irrigation,Maize
Karnataka,Mysore,Red,Wheat,March-April,5.231,29.0,722.9,Urea,Chlorpyrifos,Sprinkler Irrigation,Pulses
Madhya Pradesh,Indore,Black,Coffee,December-January,5.9098,37.9,813.1,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Wheat
Bihar,Bhagalpur,Red,Sugarcane,August-September,5.9098,29.5,1064.5,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
Bihar,Bhagalpur,Alluvial,Sugarcane,October-November,5.9098,26.8,1132.4,Super Phosphate,Chlorantraniliprole,Furrow Irrigation,Pulses
West Bengal,Howrah,Red,Cotton,March-April,5.9098,18.5,1392.3,Potash,Imidacloprid,Furrow Irrigation,Sugarcane
Bihar,Gaya,Black,Cotton,December-January,5.9098,26.4,990.3,Potash,Imidacloprid,Furrow Irrigation,Soybean
Punjab,Ludhiana,Black,Cotton,September-October,5.9098,23.0,511.2,Potash,Imidacloprid,Furrow Irrigation,Soybean
Uttar Pradesh,Varanasi,Alluvial,Bajra,October-November,5.9098,19.2,964.9,Ammonium Sulfate,Lambda-cyhalothrin,Traditional Method,Maize
Gujarat,Surat,Red,Coffee,December-January,5.9098,18.9,634.8,Calcium Nitrate,Copper Oxychloride,Drip Irrigation,Cotton
