State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare),Ymax (kg/hectare),Ky,ETm (mm),ETa (mm)
Uttar Pradesh,North,Saline,Tea,1.83,39.2,59.0,60.7,8.0,5:00 AM - 8:00 AM,9792.5,Drip Irrigation,Tea,MOP,Green Manure,2708.7,4000.0,1.05,700.0,979.25
West Bengal,East,Clay,Wheat,2.67,15.3,182.5,46.8,2.2,4:00 PM - 7:00 PM,3648.3,Furrow Irrigation,Pulses,Biofertilizer,Bone Meal,760.1,8000.0,1.15,450.0,364.83000000000004
West Bengal,East,Sandy,Maize,8.91,30.4,275.2,44.0,3.2,4:00 PM - 7:00 PM,7493.3,Drip Irrigation,Rice,Biofertilizer,Neem Cake,2800.2,12000.0,1.1,500.0,749.33
Tamil Nadu,South,Saline,Barley,2.14,17.7,122.2,89.7,14.8,4:00 PM - 7:00 PM,8649.0,Surface Irrigation,Groundnut,Urea,Seaweed Extract,2483.9,,,,864.9
Uttar Pradesh,North,Peaty,Wheat,0.71,17.9,240.1,83.7,9.5,7:00 PM - 10:00 PM,9793.9,Surface Irrigation,Soybean,DAP,Cow Manure,2138.3,8000.0,1.15,450.0,979.39
Rajasthan,West,Silt,Pulses,6.07,30.9,79.4,74.5,5.3,4:00 PM - 7:00 PM,7363.6,Sprinkler Irrigation,Sugarcane,Compost,Green Manure,3760.8,3000.0,0.75,400.0,736.36
Maharashtra,West,Loamy,Groundnut,6.82,15.7,249.9,76.6,3.4,5:00 AM - 8:00 AM,7699.1,Furrow Irrigation,Rice,Urea,Seaweed Extract,3910.0,,,,769.9100000000001
Maharashtra,West,Saline,Maize,4.17,37.7,193.4,63.1,9.6,5:00 AM - 8:00 AM,5882.5,Surface Irrigation,Maize,Biofertilizer,Cow Manure,5160.5,12000.0,1.1,500.0,588.25
Punjab,North,Loamy,Wheat,2.98,35.3,199.9,40.1,7.2,4:00 PM - 7:00 PM,3283.2,Sprinkler Irrigation,Rice,MOP,Green Manure,5689.5,8000.0,1.15,450.0,328.32
Karnataka,South,Sandy,Tea,3.0,35.3,119.4,73.0,2.4,7:00 PM - 10:00 PM,9174.7,Drip Irrigation,Pulses,Compost,Neem Cake,3350.3,4000.0,1.05,700.0,917.47
West Bengal,East,Saline,Groundnut,8.29,27.8,89.2,64.5,9.8,7:00 PM - 10:00 PM,4306.8,Surface Irrigation,Pulses,Vermicompost,Cow Manure,2830.2,,,,430.68
Tamil Nadu,South,Saline,Sugarcane,8.68,25.4,299.8,76.4,9.4,5:00 AM - 8:00 AM,5094.3,Furrow Irrigation,Barley,Biofertilizer,Green Manure,6187.5,120000.0,1.3,1500.0,509.43
Haryana,North,Sandy,Cotton,0.77,26.5,186.5,48.1,10.7,4:00 PM - 7:00 PM,4022.6,Drip Irrigation,Cotton,Compost,Green Manure,5122.7,5000.0,0.85,600.0,402.26
Uttar Pradesh,North,Silt,Rice,1.58,17.5,84.7,80.1,4.7,4:00 PM - 7:00 PM,9759.8,Surface Irrigation,Wheat,Vermicompost,Seaweed Extract,772.0,10000.0,1.25,900.0,975.9799999999999
Gujarat,West,Silt,Wheat,8.52,24.0,237.5,58.6,10.4,5:00 AM - 8:00 AM,8557.8,Furrow Irrigation,Sugarcane,Compost,Seaweed Extract,7221.8,8000.0,1.15,450.0,855.78
Punjab,North,Clay,Barley,2.4,29.6,219.1,53.9,11.4,7:00 PM - 10:00 PM,7290.6,Surface Irrigation,Maize,Compost,Green Manure,4240.6,,,,729.0600000000001
Tamil Nadu,South,Loamy,Barley,4.91,18.3,298.1,46.4,9.9,7:00 PM - 10:00 PM,6449.3,Furrow Irrigation,Cotton,Urea,Bone Meal,1312.1,,,,644.9300000000001
Maharashtra,West,Peaty,Maize,8.45,20.6,138.3,87.7,13.8,5:00 AM - 8:00 AM,8135.9,Furrow Irrigation,Tea,Biofertilizer,Neem Cake,1493.0,12000.0,1.1,500.0,813.5899999999999
Maharashtra,West,Sandy,Maize,8.83,19.9,253.5,85.3,5.8,7:00 PM - 10:00 PM,6245.2,Surface Irrigation,Soybean,DAP,Seaweed Extract,1591.2,12000.0,1.1,500.0,624.52
Haryana,North,Sandy,Rice,6.08,33.6,273.3,84.3,13.8,5:00 AM - 8:00 AM,6218.8,Drip Irrigation,Groundnut,Urea,Green Manure,1706.5,10000.0,1.25,900.0,621.88
West Bengal,East,Clay,Tea,3.05,26.5,287.4,56.6,12.9,4:00 PM - 7:00 PM,7961.9,Furrow Irrigation,Wheat,DAP,Cow Manure,4874.8,4000.0,1.05,700.0,796.1899999999999
Madhya Pradesh,Central,Sandy,Soybean,6.22,28.6,104.2,89.3,11.3,4:00 PM - 7:00 PM,4149.1,Furrow Irrigation,Sugarcane,DAP,Seaweed Extract,4650.1,,,,414.91
Uttar Pradesh,North,Saline,Sugarcane,3.02,37.2,264.9,50.3,7.2,7:00 PM - 10:00 PM,3064.0,Furrow Irrigation,Soybean,Urea,Bone Meal,4368.3,120000.0,1.3,1500.0,306.4
Gujarat,West,Saline,Wheat,3.72,25.1,112.3,86.9,2.3,5:00 AM - 8:00 AM,6323.5,Furrow Irrigation,Cotton,MOP,Bone Meal,2435.5,8000.0,1.15,450.0,632.35
Gujarat,West,Silt,Groundnut,1.87,23.6,168.9,42.4,7.7,4:00 PM - 7:00 PM,5307.9,Furrow Irrigation,Cotton,Biofertilizer,Seaweed Extract,1928.0,,,,530.79
Karnataka,South,Loamy,Tea,6.14,18.4,168.5,69.3,11.2,5:00 AM - 8:00 AM,1729.3,Drip Irrigation,Maize,Biofertilizer,Seaweed Extract,844.5,4000.0,1.05,700.0,172.93
Uttar Pradesh,North,Clay,Rice,5.42,21.4,192.9,56.0,5.0,7:00 PM - 10:00 PM,8505.0,Surface Irrigation,Cotton,DAP,Bone Meal,1365.8,10000.0,1.25,900.0,850.5
Madhya Pradesh,Central,Peaty,Cotton,5.66,16.0,82.3,68.7,13.6,7:00 PM - 10:00 PM,3356.2,Sprinkler Irrigation,Wheat,DAP,Seaweed Extract,2453.2,5000.0,0.85,600.0,335.62
Rajasthan,West,Sandy,Groundnut,1.34,36.4,70.0,67.9,3.7,7:00 PM - 10:00 PM,2571.8,Sprinkler Irrigation,Maize,Vermicompost,Seaweed Extract,6352.9,,,,257.18
Madhya Pradesh,Central,Loamy,Tea,6.97,33.4,145.3,68.3,3.9,5:00 AM - 8:00 AM,9687.9,Sprinkler Irrigation,Cotton,MOP,Cow Manure,5432.5,4000.0,1.05,700.0,968.79
Haryana,North,Saline,Soybean,3.11,34.0,286.9,44.2,14.9,5:00 AM - 8:00 AM,2423.3,Drip Irrigation,Sugarcane,Compost,Green Manure,2011.0,,,,242.33
West Bengal,East,Loamy,Soybean,1.07,20.4,279.2,84.6,5.8,5:00 AM - 8:00 AM,2219.8,Sprinkler Irrigation,Groundnut,Urea,Cow Manure,5967.9,,,,221.98000000000002
West Bengal,East,Loamy,Groundnut,7.98,17.8,282.7,82.9,5.7,4:00 PM - 7:00 PM,4245.6,Drip Irrigation,Soybean,Urea,Seaweed Extract,6013.1,,,,424.56000000000006
Karnataka,South,Sandy,Soybean,4.01,22.8,132.7,75.7,14.1,5:00 AM - 8:00 AM,1867.8,Surface Irrigation,Pulses,Biofertilizer,Neem Cake,5020.8,,,,186.78
West Bengal,East,Clay,Soybean,3.51,27.6,204.2,41.3,2.9,5:00 AM - 8:00 AM,2529.4,Surface Irrigation,Wheat,Vermicompost,Cow Manure,2056.3,,,,252.94
Uttar Pradesh,North,Silt,Maize,8.21,39.3,232.4,52.1,7.6,4:00 PM - 7:00 PM,4380.3,Sprinkler Irrigation,Sugarcane,Urea,Cow Manure,5862.7,12000.0,1.1,500.0,438.03000000000003
Tamil Nadu,South,Silt,Pulses,1.31,15.9,152.1,80.3,14.1,5:00 AM - 8:00 AM,2306.8,Sprinkler Irrigation,Pulses,Urea,Neem Cake,1357.9,3000.0,0.75,400.0,230.68
Gujarat,West,Sandy,Wheat,2.53,27.0,118.3,88.8,14.9,5:00 AM - 8:00 AM,3015.7,Furrow Irrigation,Barley,Urea,Seaweed Extract,880.9,8000.0,1.15,450.0,301.57
Punjab,North,Peaty,Sugarcane,3.58,29.2,250.9,89.4,2.4,4:00 PM - 7:00 PM,2711.4,Drip Irrigation,Maize,Urea,Cow Manure,5480.7,120000.0,1.3,1500.0,271.14
Tamil Nadu,South,Loamy,Sugarcane,4.4,39.7,274.3,49.0,11.6,5:00 AM - 8:00 AM,3520.8,Furrow Irrigation,Pulses,MOP,Green Manure,5587.9,120000.0,1.3,1500.0,352.08000000000004
Uttar Pradesh,North,Peaty,Pulses,2.16,36.9,168.3,50.5,6.5,4:00 PM - 7:00 PM,4493.7,Drip Irrigation,Barley,MOP,Cow Manure,4935.3,3000.0,0.75,400.0,449.37
Karnataka,South,Sandy,Soybean,7.59,25.5,247.1,73.1,10.4,5:00 AM - 8:00 AM,5156.0,Drip Irrigation,Groundnut,Biofertilizer,Neem Cake,6387.5,,,,515.6
Maharashtra,West,Loamy,Pulses,5.06,24.9,132.2,53.2,10.8,4:00 PM - 7:00 PM,8826.2,Surface Irrigation,Groundnut,DAP,Seaweed Extract,5018.7,3000.0,0.75,400.0,882.6200000000001
Maharashtra,West,Peaty,Cotton,9.18,20.6,238.9,57.1,7.2,5:00 AM - 8:00 AM,2961.7,Furrow Irrigation,Soybean,DAP,Green Manure,6544.8,5000.0,0.85,600.0,296.16999999999996
Punjab,North,Peaty,Rice,4.23,36.4,191.0,63.1,3.7,5:00 AM - 8:00 AM,9420.5,Furrow Irrigation,Soybean,Compost,Bone Meal,5086.7,10000.0,1.25,900.0,942.05
Tamil Nadu,South,Peaty,Wheat,7.14,38.4,83.3,80.1,12.3,7:00 PM - 10:00 PM,3420.8,Sprinkler Irrigation,Wheat,DAP,Neem Cake,1227.0,8000.0,1.15,450.0,342.08000000000004
Uttar Pradesh,North,Saline,Rice,2.12,37.2,166.1,45.7,3.3,7:00 PM - 10:00 PM,6390.1,Furrow Irrigation,Barley,Compost,Green Manure,941.7,10000.0,1.25,900.0,639.01
Tamil Nadu,South,Sandy,Sugarcane,6.45,29.2,69.2,80.8,4.0,5:00 AM - 8:00 AM,2105.9,Drip Irrigation,Soybean,DAP,Bone Meal,4571.1,120000.0,1.3,1500.0,210.59
Haryana,North,Peaty,Maize,9.55,36.1,59.2,58.4,4.9,7:00 PM - 10:00 PM,5132.5,Furrow Irrigation,Soybean,Vermicompost,Bone Meal,4011.6,12000.0,1.1,500.0,513.25
Uttar Pradesh,North,Sandy,Pulses,9.28,24.8,76.9,43.8,13.8,4:00 PM - 7:00 PM,2452.4,Furrow Irrigation,Soybean,Vermicompost,Green Manure,4626.6,3000.0,0.75,400.0,245.24
Haryana,North,Saline,Sugarcane,9.41,18.4,182.7,72.4,12.7,5:00 AM - 8:00 AM,4119.5,Surface Irrigation,Maize,DAP,Neem Cake,6574.3,120000.0,1.3,1500.0,411.95
Uttar Pradesh,North,Loamy,Groundnut,8.29,36.3,68.0,78.5,9.3,7:00 PM - 10:00 PM,6811.7,Furrow Irrigation,Maize,Urea,Seaweed Extract,5454.3,,,,681.17
Rajasthan,West,Clay,Wheat,9.64,19.2,154.5,87.8,4.4,7:00 PM - 10:00 PM,7036.0,Surface Irrigation,Barley,DAP,Bone Meal,5222.2,8000.0,1.15,450.0,703.6
Haryana,North,Loamy,Soybean,6.03,32.2,178.4,68.3,8.7,4:00 PM - 7:00 PM,7104.0,Surface Irrigation,Pulses,Biofertilizer,Seaweed Extract,4944.0,,,,710.4
Gujarat,West,Saline,Cotton,5.42,23.2,209.3,68.5,5.6,7:00 PM - 10:00 PM,1845.4,Furrow Irrigation,Groundnut,DAP,Neem Cake,2511.5,5000.0,0.85,600.0,184.54000000000002
Uttar Pradesh,North,Saline,Pulses,2.87,36.6,236.8,73.1,9.0,4:00 PM - 7:00 PM,7155.0,Furrow Irrigation,Maize,Urea,Seaweed Extract,2668.4,3000.0,0.75,400.0,715.5
West Bengal,East,Sandy,Soybean,0.57,33.5,143.3,80.2,10.6,5:00 AM - 8:00 AM,2632.8,Surface Irrigation,Barley,MOP,Neem Cake,1418.9,,,,263.28000000000003
Gujarat,West,Silt,Barley,8.22,27.6,126.8,64.1,4.6,4:00 PM - 7:00 PM,2246.0,Surface Irrigation,Cotton,Biofertilizer,Green Manure,3346.4,,,,224.6
Tamil Nadu,South,Loamy,Wheat,3.88,20.0,153.4,68.7,4.3,4:00 PM - 7:00 PM,1009.9,Furrow Irrigation,Maize,Urea,Bone Meal,3168.8,8000.0,1.15,450.0,100.99
Haryana,North,Saline,Sugarcane,3.52,16.6,259.4,54.0,11.2,4:00 PM - 7:00 PM,2026.2,Drip Irrigation,Rice,DAP,Bone Meal,7640.1,120000.0,1.3,1500.0,202.62
Madhya Pradesh,Central,Saline,Groundnut,5.73,28.0,287.8,58.1,3.9,4:00 PM - 7:00 PM,3027.2,Drip Irrigation,Soybean,DAP,Neem Cake,7736.2,,,,302.71999999999997
Haryana,North,Silt,Rice,4.09,38.8,265.6,44.0,12.3,7:00 PM - 10:00 PM,2963.9,Drip Irrigation,Rice,DAP,Bone Meal,3060.9,10000.0,1.25,900.0,296.39
Tamil Nadu,South,Saline,Wheat,4.99,36.5,198.7,67.5,6.9,4:00 PM - 7:00 PM,9290.5,Drip Irrigation,Rice,DAP,Green Manure,6033.8,8000.0,1.15,450.0,929.05
Madhya Pradesh,Central,Sandy,Barley,1.57,38.9,200.1,69.3,6.3,4:00 PM - 7:00 PM,9752.2,Furrow Irrigation,Cotton,Compost,Bone Meal,862.6,,,,975.22
West Bengal,East,Peaty,Tea,6.67,35.3,249.7,72.8,12.4,5:00 AM - 8:00 AM,8765.1,Furrow Irrigation,Tea,Urea,Cow Manure,5532.9,4000.0,1.05,700.0,876.51
Karnataka,South,Silt,Groundnut,3.03,30.1,266.0,87.4,10.4,5:00 AM - 8:00 AM,2428.9,Furrow Irrigation,Soybean,Biofertilizer,Bone Meal,5587.2,,,,242.89000000000001
West Bengal,East,Clay,Tea,9.24,17.8,135.1,78.1,7.5,4:00 PM - 7:00 PM,9541.0,Sprinkler Irrigation,Wheat,DAP,Cow Manure,5253.5,4000.0,1.05,700.0,954.1
Gujarat,West,Peaty,Maize,2.41,31.5,82.9,47.3,13.8,4:00 PM - 7:00 PM,3588.9,Surface Irrigation,Wheat,DAP,Neem Cake,7408.4,12000.0,1.1,500.0,358.89
Madhya Pradesh,Central,Sandy,Sugarcane,5.05,33.8,290.1,85.1,12.7,7:00 PM - 10:00 PM,2553.7,Sprinkler Irrigation,Rice,DAP,Seaweed Extract,7202.9,120000.0,1.3,1500.0,255.36999999999998
Madhya Pradesh,Central,Sandy,Cotton,9.8,17.6,208.4,85.3,14.0,5:00 AM - 8:00 AM,1820.9,Drip Irrigation,Tea,Compost,Green Manure,3807.3,5000.0,0.85,600.0,182.09
Karnataka,South,Peaty,Tea,3.03,20.3,87.7,70.9,8.9,5:00 AM - 8:00 AM,3649.6,Surface Irrigation,Wheat,MOP,Seaweed Extract,7329.8,4000.0,1.05,700.0,364.96
West Bengal,East,Loamy,Maize,7.94,20.4,187.3,70.0,12.2,4:00 PM - 7:00 PM,3843.5,Drip Irrigation,Maize,Vermicompost,Cow Manure,2387.5,12000.0,1.1,500.0,384.35
Madhya Pradesh,Central,Saline,Maize,5.81,19.3,100.7,77.5,14.9,4:00 PM - 7:00 PM,1014.0,Drip Irrigation,Pulses,Biofertilizer,Green Manure,4972.9,12000.0,1.1,500.0,101.4
Uttar Pradesh,North,Clay,Barley,9.41,38.4,106.1,56.7,8.9,4:00 PM - 7:00 PM,8525.5,Sprinkler Irrigation,Groundnut,DAP,Bone Meal,3256.0,,,,852.55
West Bengal,East,Saline,Groundnut,8.82,31.8,59.9,62.6,10.9,4:00 PM - 7:00 PM,9854.6,Surface Irrigation,Rice,Vermicompost,Cow Manure,7343.7,,,,985.46
Karnataka,South,Loamy,Groundnut,3.88,20.3,172.2,55.7,14.1,7:00 PM - 10:00 PM,1063.4,Surface Irrigation,Barley,DAP,Green Manure,2922.3,,,,106.34
Karnataka,South,Saline,Groundnut,6.39,26.1,200.8,55.8,5.3,7:00 PM - 10:00 PM,2304.1,Sprinkler Irrigation,Pulses,Vermicompost,Green Manure,6154.2,,,,230.41
Karnataka,South,Silt,Rice,2.94,34.9,110.0,50.7,2.1,5:00 AM - 8:00 AM,9077.8,Sprinkler Irrigation,Soybean,Urea,Bone Meal,2811.8,10000.0,1.25,900.0,907.78
Rajasthan,West,Peaty,Groundnut,7.95,36.7,173.8,82.2,11.7,5:00 AM - 8:00 AM,2827.9,Sprinkler Irrigation,Tea,Biofertilizer,Seaweed Extract,7304.8,,,,282.79
Uttar Pradesh,North,Peaty,Tea,6.65,39.0,146.5,65.0,6.0,4:00 PM - 7:00 PM,4325.5,Drip Irrigation,Groundnut,Biofertilizer,Seaweed Extract,7376.4,4000.0,1.05,700.0,432.55
Karnataka,South,Clay,Cotton,9.8,22.4,220.9,46.8,12.8,4:00 PM - 7:00 PM,3312.9,Drip Irrigation,Sugarcane,Vermicompost,Neem Cake,511.7,5000.0,0.85,600.0,331.29
Tamil Nadu,South,Silt,Soybean,1.08,16.0,253.5,74.3,7.9,7:00 PM - 10:00 PM,9830.5,Sprinkler Irrigation,Tea,Urea,Green Manure,2849.6,,,,983.05
Haryana,North,Sandy,Tea,2.67,19.3,227.8,60.6,5.5,5:00 AM - 8:00 AM,5399.5,Drip Irrigation,Maize,Compost,Neem Cake,3020.9,4000.0,1.05,700.0,539.95
Haryana,North,Loamy,Groundnut,5.19,27.2,169.7,71.2,13.1,4:00 PM - 7:00 PM,6169.1,Surface Irrigation,Groundnut,Compost,Green Manure,5494.0,,,,616.9100000000001
Tamil Nadu,South,Sandy,Pulses,9.86,20.3,181.2,42.9,12.8,5:00 AM - 8:00 AM,2346.1,Surface Irrigation,Soybean,Urea,Neem Cake,670.1,3000.0,0.75,400.0,234.60999999999999
Madhya Pradesh,Central,Clay,Groundnut,4.22,22.4,56.1,63.6,12.3,7:00 PM - 10:00 PM,5662.5,Drip Irrigation,Rice,MOP,Bone Meal,7934.0,,,,566.25
Uttar Pradesh,North,Loamy,Pulses,6.18,15.0,209.4,88.2,10.4,5:00 AM - 8:00 AM,3215.2,Drip Irrigation,Sugarcane,Biofertilizer,Seaweed Extract,6063.0,3000.0,0.75,400.0,321.52
Punjab,North,Loamy,Maize,3.38,24.7,154.4,58.1,13.6,7:00 PM - 10:00 PM,7357.0,Surface Irrigation,Groundnut,Biofertilizer,Bone Meal,3122.7,12000.0,1.1,500.0,735.7
Punjab,North,Loamy,Maize,1.68,29.5,217.2,56.6,12.6,7:00 PM - 10:00 PM,8343.7,Drip Irrigation,Sugarcane,Vermicompost,Cow Manure,1102.9,12000.0,1.1,500.0,834.3700000000001
Punjab,North,Silt,Soybean,4.53,23.1,105.6,41.0,6.3,5:00 AM - 8:00 AM,9250.1,Sprinkler Irrigation,Sugarcane,Compost,Cow Manure,873.7,,,,925.01
Punjab,North,Sandy,Cotton,5.24,36.3,168.7,63.8,9.2,7:00 PM - 10:00 PM,8338.8,Furrow Irrigation,Tea,Biofertilizer,Neem Cake,3253.2,5000.0,0.85,600.0,833.8799999999999
Rajasthan,West,Clay,Groundnut,7.9,23.2,102.8,70.5,5.1,4:00 PM - 7:00 PM,3158.2,Drip Irrigation,Pulses,MOP,Green Manure,4266.7,,,,315.82
Rajasthan,West,Saline,Sugarcane,6.65,30.4,170.8,70.9,14.3,4:00 PM - 7:00 PM,6054.1,Sprinkler Irrigation,Tea,Compost,Neem Cake,5541.0,120000.0,1.3,1500.0,605.4100000000001
Haryana,North,Peaty,Tea,9.96,29.2,271.0,50.7,11.1,4:00 PM - 7:00 PM,1107.7,Sprinkler Irrigation,Pulses,Biofertilizer,Cow Manure,5684.9,4000.0,1.05,700.0,110.77000000000001
Rajasthan,West,Silt,Barley,1.46,23.7,67.4,43.1,3.6,5:00 AM - 8:00 AM,1860.2,Drip Irrigation,Sugarcane,Compost,Bone Meal,6390.2,,,,186.02
Karnataka,South,Saline,Cotton,9.44,28.0,290.3,58.1,2.2,5:00 AM - 8:00 AM,7335.9,Surface Irrigation,Pulses,MOP,Neem Cake,3688.2,5000.0,0.85,600.0,733.5899999999999
Maharashtra,West,Peaty,Tea,8.66,17.6,166.1,63.5,2.7,4:00 PM - 7:00 PM,9099.5,Surface Irrigation,Wheat,Compost,Green Manure,1653.4,4000.0,1.05,700.0,909.95
Madhya Pradesh,Central,Saline,Tea,6.56,34.4,273.7,45.4,11.0,7:00 PM - 10:00 PM,3735.2,Drip Irrigation,Barley,Vermicompost,Neem Cake,7649.8,4000.0,1.05,700.0,373.52
Maharashtra,West,Peaty,Wheat,1.46,30.8,139.8,74.3,13.4,5:00 AM - 8:00 AM,6072.6,Furrow Irrigation,Maize,Urea,Seaweed Extract,7816.8,8000.0,1.15,450.0,607.26
Madhya Pradesh,Central,Loamy,Pulses,3.73,29.3,266.6,41.6,10.6,7:00 PM - 10:00 PM,6891.2,Surface Irrigation,Groundnut,Urea,Bone Meal,5646.4,3000.0,0.75,400.0,689.12
West Bengal,East,Silt,Tea,3.89,19.2,105.3,82.1,13.0,5:00 AM - 8:00 AM,4323.8,Sprinkler Irrigation,Soybean,Vermicompost,Cow Manure,2162.7,4000.0,1.05,700.0,432.38
Madhya Pradesh,Central,Sandy,Maize,1.0,38.7,191.2,40.1,14.3,4:00 PM - 7:00 PM,4562.1,Sprinkler Irrigation,Wheat,Compost,Seaweed Extract,923.7,12000.0,1.1,500.0,456.21000000000004
Punjab,North,Peaty,Cotton,3.07,35.1,77.9,46.0,4.0,7:00 PM - 10:00 PM,9485.7,Surface Irrigation,Barley,Urea,Seaweed Extract,6671.2,5000.0,0.85,600.0,948.57
Haryana,North,Silt,Pulses,5.37,29.9,96.8,84.9,14.4,7:00 PM - 10:00 PM,5672.5,Sprinkler Irrigation,Tea,Urea,Neem Cake,694.4,3000.0,0.75,400.0,567.25
Maharashtra,West,Silt,Barley,1.89,18.3,296.5,54.1,4.3,5:00 AM - 8:00 AM,2330.1,Drip Irrigation,Sugarcane,Biofertilizer,Seaweed Extract,7792.4,,,,233.01
Tamil Nadu,South,Sandy,Barley,9.42,33.6,149.8,63.0,10.1,4:00 PM - 7:00 PM,2101.2,Surface Irrigation,Sugarcane,Urea,Seaweed Extract,5678.3,,,,210.11999999999998
Haryana,North,Sandy,Soybean,2.62,20.6,142.2,89.4,12.3,7:00 PM - 10:00 PM,6039.7,Sprinkler Irrigation,Cotton,Compost,Cow Manure,6506.2,,,,603.97
Uttar Pradesh,North,Silt,Pulses,7.77,20.5,122.5,50.5,11.7,5:00 AM - 8:00 AM,1868.6,Drip Irrigation,Maize,Compost,Green Manure,553.1,3000.0,0.75,400.0,186.85999999999999
Karnataka,South,Peaty,Soybean,2.32,17.6,262.7,51.6,8.8,7:00 PM - 10:00 PM,7943.6,Furrow Irrigation,Sugarcane,Vermicompost,Seaweed Extract,2641.9,,,,794.36
Karnataka,South,Loamy,Tea,6.67,34.7,176.6,63.2,13.7,4:00 PM - 7:00 PM,4160.9,Drip Irrigation,Tea,Urea,Green Manure,3558.6,4000.0,1.05,700.0,416.09
Punjab,North,Saline,Sugarcane,7.07,28.2,101.7,87.9,8.7,7:00 PM - 10:00 PM,2210.9,Surface Irrigation,Maize,DAP,Cow Manure,1569.8,120000.0,1.3,1500.0,221.09
Uttar Pradesh,North,Clay,Cotton,1.1,30.4,225.8,64.9,13.0,5:00 AM - 8:00 AM,9826.6,Sprinkler Irrigation,Tea,MOP,Bone Meal,3971.1,5000.0,0.85,600.0,982.6600000000001
Maharashtra,West,Silt,Maize,2.68,35.1,179.4,82.3,10.8,5:00 AM - 8:00 AM,7602.9,Surface Irrigation,Wheat,DAP,Bone Meal,3565.6,12000.0,1.1,500.0,760.29
Tamil Nadu,South,Loamy,Cotton,7.65,19.0,246.4,80.7,6.6,7:00 PM - 10:00 PM,7308.1,Furrow Irrigation,Maize,Compost,Cow Manure,1747.9,5000.0,0.85,600.0,730.8100000000001
West Bengal,East,Sandy,Soybean,7.98,31.5,162.9,52.2,4.0,4:00 PM - 7:00 PM,4084.8,Sprinkler Irrigation,Tea,Vermicompost,Neem Cake,5613.9,,,,408.48
Punjab,North,Silt,Maize,2.34,26.2,102.8,47.5,4.6,4:00 PM - 7:00 PM,6483.3,Drip Irrigation,Cotton,Urea,Cow Manure,5581.3,12000.0,1.1,500.0,648.33
Madhya Pradesh,Central,Sandy,Cotton,8.04,23.1,82.1,48.4,8.0,7:00 PM - 10:00 PM,1729.1,Drip Irrigation,Wheat,DAP,Green Manure,6319.6,5000.0,0.85,600.0,172.91
Tamil Nadu,South,Saline,Tea,2.46,17.5,82.5,78.3,4.6,5:00 AM - 8:00 AM,3026.8,Sprinkler Irrigation,Groundnut,Vermicompost,Green Manure,7507.5,4000.0,1.05,700.0,302.68
Karnataka,South,Sandy,Pulses,5.9,23.5,267.3,66.7,10.3,5:00 AM - 8:00 AM,2214.7,Drip Irrigation,Barley,DAP,Neem Cake,1007.4,3000.0,0.75,400.0,221.46999999999997
Haryana,North,Saline,Wheat,7.32,23.0,88.2,66.0,10.1,7:00 PM - 10:00 PM,9314.2,Surface Irrigation,Groundnut,MOP,Bone Meal,5427.5,8000.0,1.15,450.0,931.4200000000001
Uttar Pradesh,North,Clay,Tea,2.0,33.5,145.9,57.5,10.4,4:00 PM - 7:00 PM,9399.2,Drip Irrigation,Barley,Biofertilizer,Bone Meal,4894.1,4000.0,1.05,700.0,939.9200000000001
Punjab,North,Loamy,Sugarcane,1.18,21.0,228.1,42.6,8.1,7:00 PM - 10:00 PM,1426.3,Furrow Irrigation,Sugarcane,Biofertilizer,Bone Meal,6740.6,120000.0,1.3,1500.0,142.63
Maharashtra,West,Peaty,Groundnut,4.32,18.4,170.4,76.5,4.4,4:00 PM - 7:00 PM,5353.5,Furrow Irrigation,Maize,Vermicompost,Neem Cake,1105.1,,,,535.35
Karnataka,South,Sandy,Groundnut,1.83,39.8,187.5,81.2,9.5,4:00 PM - 7:00 PM,6757.5,Sprinkler Irrigation,Rice,Urea,Green Manure,5325.0,,,,675.75
Haryana,North,Saline,Groundnut,0.64,27.0,262.8,86.2,2.8,5:00 AM - 8:00 AM,8100.3,Surface Irrigation,Barley,MOP,Seaweed Extract,2367.0,,,,810.03
Tamil Nadu,South,Clay,Tea,2.9,28.7,287.0,78.4,13.7,7:00 PM - 10:00 PM,3784.2,Sprinkler Irrigation,Soybean,Compost,Cow Manure,5392.6,4000.0,1.05,700.0,378.41999999999996
Madhya Pradesh,Central,Sandy,Soybean,2.88,27.0,73.5,56.2,2.8,7:00 PM - 10:00 PM,6764.0,Sprinkler Irrigation,Groundnut,Compost,Green Manure,584.5,,,,676.4
Rajasthan,West,Saline,Tea,6.18,18.6,264.5,58.8,9.0,5:00 AM - 8:00 AM,9851.5,Surface Irrigation,Rice,DAP,Seaweed Extract,1128.4,4000.0,1.05,700.0,985.15
Tamil Nadu,South,Peaty,Maize,7.25,34.2,103.4,62.6,3.8,4:00 PM - 7:00 PM,5785.8,Drip Irrigation,Maize,DAP,Cow Manure,2496.2,12000.0,1.1,500.0,578.58
Karnataka,South,Silt,Wheat,9.59,28.1,276.5,78.7,8.3,5:00 AM - 8:00 AM,1549.0,Furrow Irrigation,Wheat,Biofertilizer,Green Manure,1373.8,8000.0,1.15,450.0,154.9
