State,District,Soil Type,Crop,Land Area (acres),Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Best Irrigation Time,Water Amount (Liters/hectare),Irrigation Method,Best Next Crop,Best Fertilizer,Alternative Fertilizer,Estimated Yield (kg/hectare)
Uttar Pradesh,Ludhiana,Silt,Maize,8.21,39.3,232.4,52.1,7.6,Evening,4380.3,Sprinkler Irrigation,Sugarcane,Urea,Cow Manure,5862.7
Tamil Nadu,Jaipur,Silt,Pulses,1.31,15.9,152.1,80.3,14.1,Morning,2306.8,Sprinkler Irrigation,Pulses,Urea,Neem Cake,1357.9
Gujarat,Rohtak,Sandy,Wheat,2.53,27.0,118.3,88.8,14.9,Morning,3015.7,Furrow Irrigation,Barley,Urea,Seaweed Extract,880.9
Punjab,Lucknow,Peaty,Sugarcane,3.58,29.2,250.9,89.4,2.4,Evening,2711.4,Drip Irrigation,Maize,Urea,Cow Manure,5480.7
Tamil Nadu,Lucknow,Loamy,Sugarcane,4.4,39.7,274.3,49.0,11.6,Morning,3520.8,Furrow Irrigation,Pulses,MOP,Green Manure,5587.9
Uttar Pradesh,Rohtak,Peaty,Pulses,2.16,36.9,168.3,50.5,6.5,Evening,4493.7,Drip Irrigation,Barley,MOP,Cow Manure,4935.3
Karnataka,Chennai,Sandy,Soybean,7.59,25.5,247.1,73.1,10.4,Morning,5156.0,Drip Irrigation,Groundnut,Biofertilizer,Neem Cake,6387.5
Maharashtra,Ahmedabad,Loamy,Pulses,5.06,24.9,132.2,53.2,10.8,Evening,8826.2,Surface Irrigation,Groundnut,DAP,Seaweed Extract,5018.7
Maharashtra,Rohtak,Peaty,Cotton,9.18,20.6,238.9,57.1,7.2,Morning,2961.7,Furrow Irrigation,Soybean,DAP,Green Manure,6544.8
Punjab,Ludhiana,Peaty,Rice,4.23,36.4,191.0,63.1,3.7,Morning,9420.5,Furrow Irrigation,Soybean,Compost,Bone Meal,5086.7
Tamil Nadu,Rohtak,Peaty,Wheat,7.14,38.4,83.3,80.1,12.3,Night,3420.8,Sprinkler Irrigation,Wheat,DAP,Neem Cake,1227.0
Uttar Pradesh,Bhopal,Saline,Rice,2.12,37.2,166.1,45.7,3.3,Night,6390.1,Furrow Irrigation,Barley,Compost,Green Manure,941.7
Tamil Nadu,Chennai,Sandy,Sugarcane,6.45,29.2,69.2,80.8,4.0,Morning,2105.9,Drip Irrigation,Soybean,DAP,Bone Meal,4571.1
Haryana,Lucknow,Peaty,Maize,9.55,36.1,59.2,58.4,4.9,Night,5132.5,Furrow Irrigation,Soybean,Vermicompost,Bone Meal,4011.6
Uttar Pradesh,Ahmedabad,Sandy,Pulses,9.28,24.8,76.9,43.8,13.8,Evening,2452.4,Furrow Irrigation,Soybean,Vermicompost,Green Manure,4626.6
Haryana,Bangalore,Saline,Sugarcane,9.41,18.4,182.7,72.4,12.7,Morning,4119.5,Surface Irrigation,Maize,DAP,Neem Cake,6574.3
Uttar Pradesh,Ludhiana,Loamy,Groundnut,8.29,36.3,68.0,78.5,9.3,Night,6811.7,Furrow Irrigation,Maize,Urea,Seaweed Extract,5454.3
Rajasthan,Ahmedabad,Clay,Wheat,9.64,19.2,154.5,87.8,4.4,Night,7036.0,Surface Irrigation,Barley,DAP,Bone Meal,5222.2
Haryana,Ludhiana,Loamy,Soybean,6.03,32.2,178.4,68.3,8.7,Evening,7104.0,Surface Irrigation,Pulses,Biofertilizer,Seaweed Extract,4944.0
Gujarat,Pune,Saline,Cotton,5.42,23.2,209.3,68.5,5.6,Night,1845.4,Furrow Irrigation,Groundnut,DAP,Neem Cake,2511.5
Uttar Pradesh,Ludhiana,Saline,Pulses,2.87,36.6,236.8,73.1,9.0,Evening,7155.0,Furrow Irrigation,Maize,Urea,Seaweed Extract,2668.4
West Bengal,Bangalore,Sandy,Soybean,0.57,33.5,143.3,80.2,10.6,Morning,2632.8,Surface Irrigation,Barley,MOP,Neem Cake,1418.9
Gujarat,Pune,Silt,Barley,8.22,27.6,126.8,64.1,4.6,Evening,2246.0,Surface Irrigation,Cotton,Biofertilizer,Green Manure,3346.4
Tamil Nadu,Ludhiana,Loamy,Wheat,3.88,20.0,153.4,68.7,4.3,Evening,1009.9,Furrow Irrigation,Maize,Urea,Bone Meal,3168.8
Haryana,Ludhiana,Saline,Sugarcane,3.52,16.6,259.4,54.0,11.2,Evening,2026.2,Drip Irrigation,Rice,DAP,Bone Meal,7640.1
Madhya Pradesh,Lucknow,Saline,Groundnut,5.73,28.0,287.8,58.1,3.9,Evening,3027.2,Drip Irrigation,Soybean,DAP,Neem Cake,7736.2
Haryana,Rohtak,Silt,Rice,4.09,38.8,265.6,44.0,12.3,Night,2963.9,Drip Irrigation,Rice,DAP,Bone Meal,3060.9
Tamil Nadu,Kolkata,Saline,Wheat,4.99,36.5,198.7,67.5,6.9,Evening,9290.5,Drip Irrigation,Rice,DAP,Green Manure,6033.8
Madhya Pradesh,Pune,Sandy,Barley,1.57,38.9,200.1,69.3,6.3,Evening,9752.2,Furrow Irrigation,Cotton,Compost,Bone Meal,862.6
West Bengal,Kolkata,Peaty,Tea,6.67,35.3,249.7,72.8,12.4,Morning,8765.1,Furrow Irrigation,Tea,Urea,Cow Manure,5532.9
Karnataka,Kolkata,Silt,Groundnut,3.03,30.1,266.0,87.4,10.4,Morning,2428.9,Furrow Irrigation,Soybean,Biofertilizer,Bone Meal,5587.2
West Bengal,Ludhiana,Clay,Tea,9.24,17.8,135.1,78.1,7.5,Evening,9541.0,Sprinkler Irrigation,Wheat,DAP,Cow Manure,5253.5
Gujarat,Kolkata,Peaty,Maize,2.41,31.5,82.9,47.3,13.8,Evening,3588.9,Surface Irrigation,Wheat,DAP,Neem Cake,7408.4
Madhya Pradesh,Bangalore,Sandy,Sugarcane,5.05,33.8,290.1,85.1,12.7,Night,2553.7,Sprinkler Irrigation,Rice,DAP,Seaweed Extract,7202.9
Madhya Pradesh,Jaipur,Sandy,Cotton,9.8,17.6,208.4,85.3,14.0,Morning,1820.9,Drip Irrigation,Tea,Compost,Green Manure,3807.3
Karnataka,Bhopal,Peaty,Tea,3.03,20.3,87.7,70.9,8.9,Morning,3649.6,Surface Irrigation,Wheat,MOP,Seaweed Extract,7329.8
West Bengal,Chennai,Loamy,Maize,7.94,20.4,187.3,70.0,12.2,Evening,3843.5,Drip Irrigation,Maize,Vermicompost,Cow Manure,2387.5
Madhya Pradesh,Ahmedabad,Saline,Maize,5.81,19.3,100.7,77.5,14.9,Evening,1014.0,Drip Irrigation,Pulses,Biofertilizer,Green Manure,4972.9
Uttar Pradesh,Kolkata,Clay,Barley,9.41,38.4,106.1,56.7,8.9,Evening,8525.5,Sprinkler Irrigation,Groundnut,DAP,Bone Meal,3256.0
West Bengal,Chennai,Saline,Groundnut,8.82,31.8,59.9,62.6,10.9,Evening,9854.6,Surface Irrigation,Rice,Vermicompost,Cow Manure,7343.7
Karnataka,Pune,Loamy,Groundnut,3.88,20.3,172.2,55.7,14.1,Night,1063.4,Surface Irrigation,Barley,DAP,Green Manure,2922.3
Karnataka,Jaipur,Saline,Groundnut,6.39,26.1,200.8,55.8,5.3,Night,2304.1,Sprinkler Irrigation,Pulses,Vermicompost,Green Manure,6154.2
Karnataka,Lucknow,Silt,Rice,2.94,34.9,110.0,50.7,2.1,Morning,9077.8,Sprinkler Irrigation,Soybean,Urea,Bone Meal,2811.8
Rajasthan,Chennai,Peaty,Groundnut,7.95,36.7,173.8,82.2,11.7,Morning,2827.9,Sprinkler Irrigation,Tea,Biofertilizer,Seaweed Extract,7304.8
Uttar Pradesh,Jaipur,Peaty,Tea,6.65,39.0,146.5,65.0,6.0,Evening,4325.5,Drip Irrigation,Groundnut,Biofertilizer,Seaweed Extract,7376.4
Karnataka,Kolkata,Clay,Cotton,9.8,22.4,220.9,46.8,12.8,Evening,3312.9,Drip Irrigation,Sugarcane,Vermicompost,Neem Cake,511.7
Tamil Nadu,Bhopal,Silt,Soybean,1.08,16.0,253.5,74.3,7.9,Night,9830.5,Sprinkler Irrigation,Tea,Urea,Green Manure,2849.6
Haryana,Rohtak,Sandy,Tea,2.67,19.3,227.8,60.6,5.5,Morning,5399.5,Drip Irrigation,Maize,Compost,Neem Cake,3020.9
Haryana,Chennai,Loamy,Groundnut,5.19,27.2,169.7,71.2,13.1,Evening,6169.1,Surface Irrigation,Groundnut,Compost,Green Manure,5494.0
Tamil Nadu,Ahmedabad,Sandy,Pulses,9.86,20.3,181.2,42.9,12.8,Morning,2346.1,Surface Irrigation,Soybean,Urea,Neem Cake,670.1
Madhya Pradesh,Bangalore,Clay,Groundnut,4.22,22.4,56.1,63.6,12.3,Night,5662.5,Drip Irrigation,Rice,MOP,Bone Meal,7934.0
Uttar Pradesh,Kolkata,Loamy,Pulses,6.18,15.0,209.4,88.2,10.4,Morning,3215.2,Drip Irrigation,Sugarcane,Biofertilizer,Seaweed Extract,6063.0
Punjab,Lucknow,Loamy,Maize,3.38,24.7,154.4,58.1,13.6,Night,7357.0,Surface Irrigation,Groundnut,Biofertilizer,Bone Meal,3122.7
Punjab,Chennai,Loamy,Maize,1.68,29.5,217.2,56.6,12.6,Night,8343.7,Drip Irrigation,Sugarcane,Vermicompost,Cow Manure,1102.9
Punjab,Rohtak,Silt,Soybean,4.53,23.1,105.6,41.0,6.3,Morning,9250.1,Sprinkler Irrigation,Sugarcane,Compost,Cow Manure,873.7
Punjab,Bhopal,Sandy,Cotton,5.24,36.3,168.7,63.8,9.2,Night,8338.8,Furrow Irrigation,Tea,Biofertilizer,Neem Cake,3253.2
Rajasthan,Jaipur,Clay,Groundnut,7.9,23.2,102.8,70.5,5.1,Evening,3158.2,Drip Irrigation,Pulses,MOP,Green Manure,4266.7
Rajasthan,Jaipur,Saline,Sugarcane,6.65,30.4,170.8,70.9,14.3,Evening,6054.1,Sprinkler Irrigation,Tea,Compost,Neem Cake,5541.0
Haryana,Ludhiana,Peaty,Tea,9.96,29.2,271.0,50.7,11.1,Evening,1107.7,Sprinkler Irrigation,Pulses,Biofertilizer,Cow Manure,5684.9
Rajasthan,Rohtak,Silt,Barley,1.46,23.7,67.4,43.1,3.6,Morning,1860.2,Drip Irrigation,Sugarcane,Compost,Bone Meal,6390.2
Karnataka,Pune,Saline,Cotton,9.44,28.0,290.3,58.1,2.2,Morning,7335.9,Surface Irrigation,Pulses,MOP,Neem Cake,3688.2
Maharashtra,Lucknow,Peaty,Tea,8.66,17.6,166.1,63.5,2.7,Evening,9099.5,Surface Irrigation,Wheat,Compost,Green Manure,1653.4
Madhya Pradesh,Bhopal,Saline,Tea,6.56,34.4,273.7,45.4,11.0,Night,3735.2,Drip Irrigation,Barley,Vermicompost,Neem Cake,7649.8
Maharashtra,Kolkata,Peaty,Wheat,1.46,30.8,139.8,74.3,13.4,Morning,6072.6,Furrow Irrigation,Maize,Urea,Seaweed Extract,7816.8
Madhya Pradesh,Bangalore,Loamy,Pulses,3.73,29.3,266.6,41.6,10.6,Night,6891.2,Surface Irrigation,Groundnut,Urea,Bone Meal,5646.4
West Bengal,Lucknow,Silt,Tea,3.89,19.2,105.3,82.1,13.0,Morning,4323.8,Sprinkler Irrigation,Soybean,Vermicompost,Cow Manure,2162.7
Madhya Pradesh,Kolkata,Sandy,Maize,1.0,38.7,191.2,40.1,14.3,Evening,4562.1,Sprinkler Irrigation,Wheat,Compost,Seaweed Extract,923.7
Punjab,Kolkata,Peaty,Cotton,3.07,35.1,77.9,46.0,4.0,Night,9485.7,Surface Irrigation,Barley,Urea,Seaweed Extract,6671.2
Haryana,Ludhiana,Silt,Pulses,5.37,29.9,96.8,84.9,14.4,Night,5672.5,Sprinkler Irrigation,Tea,Urea,Neem Cake,694.4
Maharashtra,Rohtak,Silt,Barley,1.89,18.3,296.5,54.1,4.3,Morning,2330.1,Drip Irrigation,Sugarcane,Biofertilizer,Seaweed Extract,7792.4
Tamil Nadu,Bangalore,Sandy,Barley,9.42,33.6,149.8,63.0,10.1,Evening,2101.2,Surface Irrigation,Sugarcane,Urea,Seaweed Extract,5678.3
Haryana,Ludhiana,Sandy,Soybean,2.62,20.6,142.2,89.4,12.3,Night,6039.7,Sprinkler Irrigation,Cotton,Compost,Cow Manure,6506.2
Uttar Pradesh,Bangalore,Silt,Pulses,7.77,20.5,122.5,50.5,11.7,Morning,1868.6,Drip Irrigation,Maize,Compost,Green Manure,553.1
Karnataka,Lucknow,Peaty,Soybean,2.32,17.6,262.7,51.6,8.8,Night,7943.6,Furrow Irrigation,Sugarcane,Vermicompost,Seaweed Extract,2641.9
Karnataka,Pune,Loamy,Tea,6.67,34.7,176.6,63.2,13.7,Evening,4160.9,Drip Irrigation,Tea,Urea,Green Manure,3558.6
Punjab,Bhopal,Saline,Sugarcane,7.07,28.2,101.7,87.9,8.7,Night,2210.9,Surface Irrigation,Maize,DAP,Cow Manure,1569.8
Uttar Pradesh,Ahmedabad,Clay,Cotton,1.1,30.4,225.8,64.9,13.0,Morning,9826.6,Sprinkler Irrigation,Tea,MOP,Bone Meal,3971.1
Maharashtra,Rohtak,Silt,Maize,2.68,35.1,179.4,82.3,10.8,Morning,7602.9,Surface Irrigation,Wheat,DAP,Bone Meal,3565.6
Tamil Nadu,Bangalore,Loamy,Cotton,7.65,19.0,246.4,80.7,6.6,Night,7308.1,Furrow Irrigation,Maize,Compost,Cow Manure,1747.9
West Bengal,Kolkata,Sandy,Soybean,7.98,31.5,162.9,52.2,4.0,Evening,4084.8,Sprinkler Irrigation,Tea,Vermicompost,Neem Cake,5613.9
Punjab,Ludhiana,Silt,Maize,2.34,26.2,102.8,47.5,4.6,Evening,6483.3,Drip Irrigation,Cotton,Urea,Cow Manure,5581.3
Madhya Pradesh,Bhopal,Sandy,Cotton,8.04,23.1,82.1,48.4,8.0,Night,1729.1,Drip Irrigation,Wheat,DAP,Green Manure,6319.6
Tamil Nadu,Lucknow,Saline,Tea,2.46,17.5,82.5,78.3,4.6,Morning,3026.8,Sprinkler Irrigation,Groundnut,Vermicompost,Green Manure,7507.5
Karnataka,Lucknow,Sandy,Pulses,5.9,23.5,267.3,66.7,10.3,Morning,2214.7,Drip Irrigation,Barley,DAP,Neem Cake,1007.4
Haryana,Jaipur,Saline,Wheat,7.32,23.0,88.2,66.0,10.1,Night,9314.2,Surface Irrigation,Groundnut,MOP,Bone Meal,5427.5
Uttar Pradesh,Bhopal,Clay,Tea,2.0,33.5,145.9,57.5,10.4,Evening,9399.2,Drip Irrigation,Barley,Biofertilizer,Bone Meal,4894.1
Punjab,Jaipur,Loamy,Sugarcane,1.18,21.0,228.1,42.6,8.1,Night,1426.3,Furrow Irrigation,Sugarcane,Biofertilizer,Bone Meal,6740.6
Maharashtra,Rohtak,Peaty,Groundnut,4.32,18.4,170.4,76.5,4.4,Evening,5353.5,Furrow Irrigation,Maize,Vermicompost,Neem Cake,1105.1
Karnataka,Jaipur,Sandy,Groundnut,1.83,39.8,187.5,81.2,9.5,Evening,6757.5,Sprinkler Irrigation,Rice,Urea,Green Manure,5325.0
Haryana,Bangalore,Saline,Groundnut,0.64,27.0,262.8,86.2,2.8,Morning,8100.3,Surface Irrigation,Barley,MOP,Seaweed Extract,2367.0
Tamil Nadu,Jaipur,Clay,Tea,2.9,28.7,287.0,78.4,13.7,Night,3784.2,Sprinkler Irrigation,Soybean,Compost,Cow Manure,5392.6
Madhya Pradesh,Kolkata,Sandy,Soybean,2.88,27.0,73.5,56.2,2.8,Night,6764.0,Sprinkler Irrigation,Groundnut,Compost,Green Manure,584.5
Rajasthan,Pune,Saline,Tea,6.18,18.6,264.5,58.8,9.0,Morning,9851.5,Surface Irrigation,Rice,DAP,Seaweed Extract,1128.4
Tamil Nadu,Rohtak,Peaty,Maize,7.25,34.2,103.4,62.6,3.8,Evening,5785.8,Drip Irrigation,Maize,DAP,Cow Manure,2496.2
Karnataka,Jaipur,Silt,Wheat,9.59,28.1,276.5,78.7,8.3,Morning,1549.0,Furrow Irrigation,Wheat,Biofertilizer,Green Manure,1373.8
Madhya Pradesh,Ahmedabad,Silt,Sugarcane,4.75,32.3,173.3,56.4,3.3,Night,8865.2,Surface Irrigation,Maize,Urea,Cow Manure,5752.3
Maharashtra,Jaipur,Saline,Pulses,8.88,24.7,182.7,65.7,10.8,Night,8952.3,Surface Irrigation,Rice,Vermicompost,Neem Cake,2638.1
Tamil Nadu,Ahmedabad,Clay,Pulses,1.68,26.5,155.1,61.0,6.7,Night,9769.8,Furrow Irrigation,Rice,Compost,Seaweed Extract,3762.8
Tamil Nadu,Pune,Sandy,Tea,9.71,31.7,153.4,69.9,5.2,Morning,1827.6,Sprinkler Irrigation,Soybean,MOP,Neem Cake,5212.4
Maharashtra,Chennai,Saline,Rice,8.46,30.0,140.3,86.1,5.5,Night,9987.0,Furrow Irrigation,Tea,MOP,Green Manure,1868.0
Uttar Pradesh,Pune,Loamy,Barley,3.36,25.5,251.4,83.5,6.8,Evening,7099.7,Drip Irrigation,Pulses,Urea,Neem Cake,2430.0
Madhya Pradesh,Pune,Peaty,Rice,4.48,22.6,56.6,52.2,9.8,Evening,4577.3,Surface Irrigation,Pulses,Biofertilizer,Seaweed Extract,1250.8
Tamil Nadu,Jaipur,Silt,Rice,7.06,29.7,108.3,56.0,14.2,Morning,2377.0,Drip Irrigation,Rice,Vermicompost,Neem Cake,5966.9
Maharashtra,Ludhiana,Loamy,Pulses,3.97,38.9,64.2,61.8,2.9,Evening,7820.5,Sprinkler Irrigation,Pulses,MOP,Seaweed Extract,2239.3
West Bengal,Ahmedabad,Peaty,Barley,3.4,28.8,185.9,64.1,14.3,Night,6708.9,Furrow Irrigation,Barley,DAP,Bone Meal,5148.5
Haryana,Rohtak,Silt,Rice,2.21,15.8,51.0,66.9,12.2,Evening,7616.5,Drip Irrigation,Cotton,Biofertilizer,Neem Cake,1108.2
Maharashtra,Jaipur,Saline,Soybean,8.65,15.9,208.1,69.5,10.7,Evening,5598.8,Sprinkler Irrigation,Cotton,Vermicompost,Bone Meal,4114.1
Haryana,Pune,Sandy,Wheat,8.56,25.8,166.6,88.1,14.1,Evening,5161.3,Surface Irrigation,Groundnut,Vermicompost,Bone Meal,6874.5
Rajasthan,Rohtak,Sandy,Barley,1.46,30.8,275.7,62.7,15.0,Morning,8998.2,Sprinkler Irrigation,Tea,Biofertilizer,Neem Cake,2589.4
West Bengal,Kolkata,Sandy,Tea,6.42,15.6,183.3,44.7,9.9,Evening,2491.0,Drip Irrigation,Sugarcane,MOP,Seaweed Extract,7351.7
Gujarat,Rohtak,Loamy,Soybean,8.29,20.6,188.2,89.1,8.0,Morning,9765.2,Sprinkler Irrigation,Tea,Vermicompost,Cow Manure,5831.0
Gujarat,Bangalore,Clay,Soybean,9.72,18.6,232.4,52.5,2.8,Evening,3335.8,Sprinkler Irrigation,Tea,MOP,Cow Manure,3138.7
Rajasthan,Rohtak,Clay,Tea,9.04,24.8,190.6,75.5,12.3,Night,6835.6,Surface Irrigation,Soybean,Vermicompost,Green Manure,768.4
Uttar Pradesh,Rohtak,Loamy,Groundnut,0.97,36.9,158.6,67.6,13.2,Night,7603.5,Furrow Irrigation,Wheat,Vermicompost,Neem Cake,629.2
Rajasthan,Bhopal,Sandy,Wheat,2.84,24.2,113.4,69.4,6.5,Night,9205.1,Furrow Irrigation,Sugarcane,Urea,Bone Meal,5448.8
Uttar Pradesh,Chennai,Peaty,Cotton,3.52,24.1,249.8,58.9,4.4,Evening,1186.5,Furrow Irrigation,Rice,Vermicompost,Seaweed Extract,825.8
West Bengal,Lucknow,Clay,Barley,9.96,39.1,135.3,84.2,13.1,Evening,3565.3,Sprinkler Irrigation,Groundnut,MOP,Green Manure,6331.8
Gujarat,Pune,Clay,Tea,8.77,23.1,219.5,54.9,3.1,Evening,7232.2,Sprinkler Irrigation,Sugarcane,Compost,Green Manure,1157.6
Maharashtra,Kolkata,Clay,Sugarcane,3.44,16.6,87.6,84.6,14.7,Morning,4678.6,Furrow Irrigation,Groundnut,Urea,Green Manure,3259.2
Gujarat,Bhopal,Sandy,Barley,3.25,19.5,288.7,65.9,5.2,Morning,4203.5,Sprinkler Irrigation,Barley,DAP,Green Manure,3406.4
Maharashtra,Ludhiana,Saline,Cotton,3.4,22.5,272.9,45.9,14.3,Night,3271.3,Furrow Irrigation,Maize,Compost,Neem Cake,4989.8
Gujarat,Ahmedabad,Loamy,Tea,1.36,38.1,190.4,67.7,10.2,Night,1851.2,Furrow Irrigation,Pulses,Vermicompost,Green Manure,2772.0
Madhya Pradesh,Chennai,Peaty,Rice,3.14,18.8,90.2,77.7,14.4,Morning,2049.3,Furrow Irrigation,Groundnut,Biofertilizer,Green Manure,3891.3
Maharashtra,Ludhiana,Silt,Pulses,3.4,23.8,162.3,72.1,11.9,Evening,1549.0,Furrow Irrigation,Pulses,Compost,Cow Manure,4327.0
Gujarat,Jaipur,Saline,Barley,9.19,35.5,119.2,76.2,3.0,Night,6698.8,Sprinkler Irrigation,Soybean,Biofertilizer,Seaweed Extract,583.2
Haryana,Bangalore,Silt,Soybean,6.42,23.9,221.2,88.8,2.3,Evening,1461.2,Surface Irrigation,Sugarcane,MOP,Seaweed Extract,7072.0
Haryana,Bhopal,Sandy,Barley,5.28,17.1,272.1,88.6,10.3,Night,1099.0,Drip Irrigation,Sugarcane,Vermicompost,Bone Meal,3972.3
Tamil Nadu,Rohtak,Saline,Tea,4.93,32.0,281.5,45.3,6.4,Evening,6377.6,Drip Irrigation,Cotton,DAP,Bone Meal,7959.5
Uttar Pradesh,Bangalore,Peaty,Soybean,2.81,28.9,63.1,69.1,12.0,Evening,1050.2,Sprinkler Irrigation,Soybean,Compost,Cow Manure,7282.8
Rajasthan,Rohtak,Peaty,Wheat,5.98,22.3,62.9,55.7,10.7,Night,8307.3,Furrow Irrigation,Wheat,MOP,Neem Cake,7901.2
Uttar Pradesh,Lucknow,Peaty,Tea,6.99,37.1,142.2,48.0,8.6,Night,4898.6,Furrow Irrigation,Cotton,Urea,Green Manure,4770.9
Madhya Pradesh,Ludhiana,Peaty,Pulses,1.65,16.8,178.9,59.5,7.6,Morning,5973.9,Surface Irrigation,Wheat,Vermicompost,Seaweed Extract,6066.8
Madhya Pradesh,Bhopal,Silt,Pulses,3.46,25.2,180.2,78.1,11.8,Evening,5135.8,Sprinkler Irrigation,Barley,Urea,Green Manure,6627.8
Tamil Nadu,Bhopal,Silt,Pulses,0.98,34.7,236.7,55.0,14.8,Evening,5313.6,Surface Irrigation,Wheat,Vermicompost,Seaweed Extract,6316.6
West Bengal,Chennai,Peaty,Wheat,9.45,22.6,85.4,66.0,11.4,Morning,3663.9,Sprinkler Irrigation,Cotton,Vermicompost,Cow Manure,5428.2
Maharashtra,Bangalore,Peaty,Wheat,6.34,23.7,268.0,40.6,5.6,Morning,8172.7,Sprinkler Irrigation,Rice,Vermicompost,Cow Manure,1937.3
Haryana,Bangalore,Peaty,Cotton,6.11,27.0,181.4,57.3,7.9,Morning,6385.7,Surface Irrigation,Maize,Biofertilizer,Green Manure,891.7
West Bengal,Bhopal,Silt,Barley,8.76,21.0,253.5,48.7,3.6,Morning,5815.0,Surface Irrigation,Maize,MOP,Cow Manure,7548.5
Gujarat,Ahmedabad,Sandy,Wheat,9.57,24.3,197.1,84.7,4.3,Night,5654.7,Drip Irrigation,Soybean,Biofertilizer,Neem Cake,2908.0
Rajasthan,Rohtak,Peaty,Rice,9.87,20.6,163.5,88.6,12.2,Night,6282.7,Furrow Irrigation,Sugarcane,DAP,Cow Manure,4901.7
Gujarat,Rohtak,Clay,Soybean,4.26,39.1,155.8,81.4,12.8,Morning,5675.2,Drip Irrigation,Groundnut,Compost,Seaweed Extract,5798.2
Rajasthan,Chennai,Clay,Barley,0.72,28.1,289.3,63.7,7.1,Evening,2255.9,Drip Irrigation,Groundnut,Biofertilizer,Green Manure,2747.9
Rajasthan,Ahmedabad,Saline,Groundnut,8.64,17.4,155.6,52.0,13.1,Night,5834.8,Sprinkler Irrigation,Wheat,MOP,Seaweed Extract,2246.8
Tamil Nadu,Rohtak,Loamy,Rice,9.17,33.5,130.0,40.3,13.3,Evening,4823.8,Furrow Irrigation,Wheat,Compost,Green Manure,3316.0
Karnataka,Kolkata,Peaty,Pulses,6.1,29.3,209.4,88.4,12.1,Evening,4717.6,Sprinkler Irrigation,Soybean,MOP,Green Manure,2502.6
West Bengal,Jaipur,Sandy,Rice,0.79,35.2,145.4,70.5,12.4,Night,3483.2,Sprinkler Irrigation,Cotton,DAP,Green Manure,5675.9
Tamil Nadu,Bhopal,Saline,Groundnut,9.65,29.4,160.1,85.4,9.4,Evening,6486.7,Drip Irrigation,Cotton,Urea,Green Manure,1652.0
Rajasthan,Lucknow,Saline,Rice,1.95,22.7,194.9,72.8,4.0,Evening,9691.2,Furrow Irrigation,Maize,DAP,Cow Manure,2503.3
Uttar Pradesh,Kolkata,Sandy,Wheat,7.98,21.0,123.7,66.5,5.6,Evening,9194.1,Surface Irrigation,Sugarcane,Biofertilizer,Neem Cake,559.9
Tamil Nadu,Ahmedabad,Sandy,Sugarcane,9.09,37.7,268.5,75.6,10.4,Evening,8893.0,Furrow Irrigation,Groundnut,DAP,Seaweed Extract,1480.5
Maharashtra,Chennai,Sandy,Cotton,7.98,35.4,192.8,71.8,10.3,Evening,1900.8,Drip Irrigation,Tea,Compost,Cow Manure,4761.2
Haryana,Kolkata,Loamy,Wheat,6.29,31.3,61.4,57.2,13.2,Night,4901.9,Surface Irrigation,Wheat,Biofertilizer,Bone Meal,1978.4
Rajasthan,Bhopal,Loamy,Pulses,8.71,17.7,130.0,79.2,8.9,Evening,3034.9,Furrow Irrigation,Wheat,Compost,Green Manure,3442.1
Karnataka,Chennai,Saline,Sugarcane,4.67,21.1,126.4,47.2,14.0,Night,5395.9,Surface Irrigation,Groundnut,MOP,Bone Meal,5140.3
Haryana,Rohtak,Silt,Wheat,9.58,33.6,248.8,69.6,11.3,Morning,2752.3,Drip Irrigation,Pulses,Vermicompost,Neem Cake,3796.2
Punjab,Jaipur,Loamy,Tea,3.18,30.3,263.5,73.2,8.7,Morning,1163.8,Drip Irrigation,Sugarcane,MOP,Seaweed Extract,4977.9
Gujarat,Chennai,Loamy,Wheat,5.4,22.4,105.6,82.1,7.3,Night,3468.4,Sprinkler Irrigation,Tea,Compost,Neem Cake,7331.3
Karnataka,Bangalore,Clay,Wheat,5.63,36.6,51.4,52.3,10.0,Evening,4056.3,Surface Irrigation,Rice,Urea,Bone Meal,4710.2
Tamil Nadu,Bhopal,Silt,Maize,6.03,25.2,175.4,65.9,3.7,Morning,9924.7,Surface Irrigation,Maize,Biofertilizer,Cow Manure,5393.4
Uttar Pradesh,Ahmedabad,Silt,Maize,8.73,30.7,57.3,67.0,11.7,Morning,8479.5,Drip Irrigation,Sugarcane,Urea,Bone Meal,4219.1
Tamil Nadu,Rohtak,Clay,Tea,1.18,35.1,162.9,67.2,9.1,Evening,1973.3,Surface Irrigation,Soybean,Vermicompost,Seaweed Extract,2167.8
Rajasthan,Lucknow,Peaty,Cotton,0.96,29.0,162.3,69.0,14.8,Night,1765.8,Furrow Irrigation,Wheat,Urea,Green Manure,3230.9
West Bengal,Jaipur,Clay,Maize,6.55,33.0,223.8,85.7,3.4,Evening,7967.6,Sprinkler Irrigation,Maize,Urea,Cow Manure,3650.2
Punjab,Ahmedabad,Peaty,Tea,5.91,27.7,162.6,72.0,13.5,Morning,3112.6,Surface Irrigation,Cotton,DAP,Neem Cake,790.3
Karnataka,Pune,Peaty,Sugarcane,7.52,36.9,73.5,66.7,9.3,Morning,5574.9,Drip Irrigation,Sugarcane,Compost,Green Manure,5564.4
